Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
AE,West_Bengal,17,142,2021,5,0,4,4,None Of The Above,,NOTA,2286,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,1.18,yes,1366,0.7,2.78,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,142,2021,5,0,4,5,HABUL KUMAR MANDAL,M,IND,920,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,0.47,yes,81,0.04,2.78,DUMWB902,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,SOUTH 24 PARGANAS
AE,West_Bengal,17,142,2021,5,0,4,6,SAMBHU NATH KANJI,M,IND,839,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,0.43,yes,224,0.12,2.78,AEWB101168,,,TRUE,2,IND,,MAGRAHAT PASCHIM,TRUE,TRUE,0,FALSE,FALSE,TRUE,35,SOUTH 24 PARGANAS
AE,West_Bengal,17,142,2021,5,0,4,7,AHAMMAD SARDAR,M,SUCI,615,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,0.32,yes,8,0,2.78,DUMWB374,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,68,SOUTH 24 PARGANAS
AE,West_Bengal,17,142,2021,5,0,4,8,SAMSUL HUDA LASKAR,M,IND,607,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,0.31,yes,69,0.04,2.78,DUMWB866,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,142,2021,5,0,4,9,HAJI MURSID UDDIN SEKH,M,IND,538,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,0.28,yes,26,0.01,2.78,DUMWB772,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,34,SOUTH 24 PARGANAS
AE,West_Bengal,17,142,2021,5,0,4,10,HARAN BISWAS,M,Party for Democratic Socialism,512,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,0.26,yes,303,0.16,2.78,DUMWB653,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,69,SOUTH 24 PARGANAS
AE,West_Bengal,17,142,2021,5,0,4,11,PALASH HALDER,M,IND,209,,194282,230548,MAGRAHAT PASCHIM,GEN,PRESIDENCY DIVISION,10,84.27,0.11,yes,0,0,2.78,DUMWB717,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,1,PANNALAL HALDER,M,AITC,98478,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,43.69,no,16996,7.54,2.86,DUMWB400,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,70,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,2,DIPAK KUMAR HALDER,M,BJP,81482,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,36.15,no,42763,18.97,2.86,AEWB101173,,,TRUE,3,AITC,,DIAMOND HARBOUR,TRUE,FALSE,2,TRUE,TRUE,TRUE,55,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,3,PRATIK UR RAHAMAN,M,CPM,38719,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,17.18,no,37134,16.47,2.86,DUMWB445,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,4,SAFIULLA KHAN,M,IND,1585,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.7,yes,136,0.06,2.86,DUMWB898,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,5,None Of The Above,,NOTA,1449,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.64,yes,361,0.16,2.86,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,6,GOLAM ALI SEKH,M,BSP,1088,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.48,yes,288,0.13,2.86,DUMWB36,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,58,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,7,SWAPAN MONDAL,M,IND,800,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.35,yes,46,0.02,2.86,AEWB101176,,,TRUE,2,IND,,DIAMOND HARBOUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,57,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,8,LATAB UDDIN MOLLA,M,IND,754,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.33,yes,285,0.13,2.86,DUMWB896,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,9,MONARAMA HALDER,F,SUCI,469,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.21,yes,235,0.1,2.86,DUMWB640,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,10,BISWAJIT SARDAR,M,IND,234,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.1,yes,60,0.03,2.86,DUMWB858,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,27,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,11,SACHINDRA NATH HALDER,M,Republican Party of India (A),174,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.08,yes,9,0,2.86,DUMWB714,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,SOUTH 24 PARGANAS
AE,West_Bengal,17,143,2021,5,0,4,12,KISHOR KUMAR MONDAL,M,IND,165,,225397,256017,DIAMOND HARBOUR,GEN,PRESIDENCY DIVISION,11,88.04,0.07,yes,0,0,2.86,DUMWB799,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,32,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,1,SANKAR KUMAR NASKAR,M,AITC,116713,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,56.13,no,39928,19.2,2.17,DUMWB457,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,68,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,2,BIDHAN PARUI,M,BJP,76785,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,36.93,no,69316,33.34,2.17,AEWB101184,,,TRUE,2,CPM,,FALTA,TRUE,FALSE,0,TRUE,FALSE,TRUE,40,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,3,ABDUR RAZZAK MOLLA,M,INC,7469,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,3.59,yes,5793,2.79,2.17,DUMWB187,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,4,M. RAQUIBUL HASAN MALLICK,M,IND,1676,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.81,yes,493,0.24,2.17,DUMWB860,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,5,None Of The Above,,NOTA,1183,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.57,yes,6,0,2.17,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,6,JULFIKAR SHAIK,M,IND,1177,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.57,yes,152,0.07,2.17,DUMWB588,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,7,SANTOSH SAMANTA,M,IND,1025,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.49,yes,174,0.08,2.17,DUMWB882,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,34,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,8,ATAL KUMAR PURKAIT,M,BSP,851,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.41,yes,438,0.21,2.17,AEWB101187,,,TRUE,2,BSP,,FALTA,TRUE,TRUE,0,FALSE,FALSE,TRUE,76,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,9,SOMNATH MONDAL,M,IND,413,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.2,yes,46,0.02,2.17,DUMWB913,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,25,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,10,MILAN DHUM,M,IND,367,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.18,yes,94,0.05,2.17,DUMWB750,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,SOUTH 24 PARGANAS
AE,West_Bengal,17,144,2021,5,0,4,11,DEEPAK RAM,M,IND,273,,207932,238455,FALTA,GEN,PRESIDENCY DIVISION,10,87.2,0.13,yes,0,0,2.17,DUMWB676,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,26,SOUTH 24 PARGANAS
AE,West_Bengal,17,145,2021,5,0,4,1,MOHAN CHANDRA NASKAR,M,AITC,118635,,235546,270930,SATGACHIA,GEN,PRESIDENCY DIVISION,6,86.94,50.37,no,23318,9.9,2.44,DUMWB402,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,60,SOUTH 24 PARGANAS
AE,West_Bengal,17,145,2021,5,0,4,2,CHANDAN PAL,M,BJP,95317,,235546,270930,SATGACHIA,GEN,PRESIDENCY DIVISION,6,86.94,40.47,no,79097,33.58,2.44,DUMWB229,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,64,SOUTH 24 PARGANAS
AE,West_Bengal,17,145,2021,5,0,4,3,GOUTAM PAL,M,CPM,16220,,235546,270930,SATGACHIA,GEN,PRESIDENCY DIVISION,6,86.94,6.89,yes,14595,6.2,2.44,DUMWB122,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,57,SOUTH 24 PARGANAS
AE,West_Bengal,17,145,2021,5,0,4,4,SK RABIYAL,M,SUCI,1625,,235546,270930,SATGACHIA,GEN,PRESIDENCY DIVISION,6,86.94,0.69,yes,246,0.1,2.44,DUMWB643,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,61,SOUTH 24 PARGANAS
AE,West_Bengal,17,145,2021,5,0,4,5,SANJAY KUMAR SAH,M,BSP,1379,,235546,270930,SATGACHIA,GEN,PRESIDENCY DIVISION,6,86.94,0.59,yes,2,0,2.44,DUMWB446,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,SOUTH 24 PARGANAS
AE,West_Bengal,17,145,2021,5,0,4,6,None Of The Above,,NOTA,1377,,235546,270930,SATGACHIA,GEN,PRESIDENCY DIVISION,6,86.94,0.58,yes,384,0.16,2.44,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,145,2021,5,0,4,7,DEBAJYOTI BASU,M,IND,993,,235546,270930,SATGACHIA,GEN,PRESIDENCY DIVISION,6,86.94,0.42,yes,0,0,2.44,DUMWB702,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,53,SOUTH 24 PARGANAS
AE,West_Bengal,17,146,2021,5,0,4,1,DILIP MONDAL,M,AITC,136509,,237570,278839,BISHNUPUR(SC),SC,PRESIDENCY DIVISION,5,85.2,57.46,no,58832,24.76,2.22,AEWB104735,,,TRUE,5,AITC,,BISHNUPUR(SC),TRUE,TRUE,4,FALSE,TRUE,TRUE,54,SOUTH 24 PARGANAS
AE,West_Bengal,17,146,2021,5,0,4,2,AGNISWAR NASKAR,M,BJP,77677,,237570,278839,BISHNUPUR(SC),SC,PRESIDENCY DIVISION,5,85.2,32.7,no,59682,25.12,2.22,DUMWB106,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,SOUTH 24 PARGANAS
AE,West_Bengal,17,146,2021,5,0,4,3,JHUMA KAYAL,F,CPM,17995,,237570,278839,BISHNUPUR(SC),SC,PRESIDENCY DIVISION,5,85.2,7.57,yes,15286,6.43,2.22,DUMWB236,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,SOUTH 24 PARGANAS
AE,West_Bengal,17,146,2021,5,0,4,4,RABINDRANATH RANJAN,M,BSP,2709,,237570,278839,BISHNUPUR(SC),SC,PRESIDENCY DIVISION,5,85.2,1.14,yes,846,0.36,2.22,AEWB101277,,,TRUE,2,BSP,,BUDGE BUDGE,FALSE,TRUE,0,FALSE,FALSE,TRUE,44,SOUTH 24 PARGANAS
AE,West_Bengal,17,146,2021,5,0,4,5,None Of The Above,,NOTA,1863,,237570,278839,BISHNUPUR(SC),SC,PRESIDENCY DIVISION,5,85.2,0.78,yes,1046,0.44,2.22,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,146,2021,5,0,4,6,UTTAM NASKAR,M,IND,817,,237570,278839,BISHNUPUR(SC),SC,PRESIDENCY DIVISION,5,85.2,0.34,yes,0,0,2.22,DUMWB615,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,1,ARUNDHUTI MAITRA (LOVELY),F,AITC,109222,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,46.92,no,26181,11.25,2.7,DUMWB252,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,30,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,2,ANJANA BASU,F,BJP,83041,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,35.67,no,51263,22.02,2.7,DUMWB94,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,3,SHUVAM BANERJEE,M,CPI,31778,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,13.65,yes,29228,12.55,2.7,DUMWB499,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,4,None Of The Above,,NOTA,2550,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,1.1,yes,643,0.28,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,5,SHAMPA DAS,F,IND,1907,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.82,yes,797,0.34,2.7,DUMWB939,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,25,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,6,BIMAL KRISHNA MANDAL,M,BSP,1110,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.48,yes,509,0.22,2.7,AEWB101137,,,TRUE,2,BSP,,BARUIPUR PURBA,FALSE,TRUE,0,FALSE,FALSE,TRUE,61,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,7,DILIP KUMAR ROY,M,IND,601,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.26,yes,99,0.04,2.7,DUMWB921,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,53,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,8,RANGALAL BARIK,M,IND,502,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.22,yes,2,0,2.7,DUMWB935,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,9,PROVASH MONDAL,M,IND,500,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.21,yes,59,0.03,2.7,DUMWB931,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,10,DIBAKAR HALDER,M,SUCI,441,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.19,yes,69,0.03,2.7,DUMWB679,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,11,TRAYEE PRADHAN,F,Right to Recall Party,372,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.16,yes,56,0.02,2.7,DUMWB582,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,12,UTTAM SAMUL,M,IND,316,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.14,yes,121,0.05,2.7,DUMWB904,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,13,ARUN SARKAR,M,IND,195,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.08,yes,49,0.02,2.7,DUMWB873,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,14,SANJAY ROY,M,Amra Bangalee,146,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.06,yes,20,0.01,2.7,DUMWB840,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,SOUTH 24 PARGANAS
AE,West_Bengal,17,147,2021,5,0,4,15,DEBASHIS RAKSHIT,M,Bahujan Mukti Party,126,,232807,290247,SONARPUR DAKSHIN,GEN,PRESIDENCY DIVISION,14,80.21,0.05,yes,0,0,2.7,DUMWB784,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,1,MD. NAWSAD SIDDIQUE,M,RSSCMJP,109237,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,45.1,no,26151,10.8,2.86,DUMWB490,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,28,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,2,KARIM REZAUL,M,AITC,83086,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,34.31,no,44360,18.32,2.86,GEWB122287,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,3,SOUMI HATI,F,BJP,38726,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,15.99,yes,33796,13.95,2.86,DUMWB144,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,29,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,4,MIRJA HASAN,M,Communist Party of India (Marxist-Leninist) Red Star,4930,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,2.04,yes,1687,0.7,2.86,DUMWB654,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,5,None Of The Above,,NOTA,3243,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,1.34,yes,1940,0.8,2.86,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,6,NOUSHAR ALI MOLLA,M,IND,1303,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,0.54,yes,366,0.15,2.86,DUMWB801,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,7,TAPAN GHOSH,M,SUCI,937,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,0.39,yes,214,0.09,2.86,DUMWB348,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,70,SOUTH 24 PARGANAS
AE,West_Bengal,17,148,2021,5,0,4,8,ISMAIL  MOLLA,M,IND,723,,242185,271874,BHANGORE,GEN,PRESIDENCY DIVISION,7,89.08,0.3,yes,0,0,2.86,DUMWB671,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,28,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,1,AHMED JAVED KHAN,M,AITC,121372,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,54.39,no,63622,28.51,2.5,AEWB105032,,,TRUE,4,AITC,,KASBA,TRUE,TRUE,4,FALSE,TRUE,TRUE,64,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,2,DR. INDRANIL KHAN,M,BJP,57750,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,25.88,no,18570,8.32,2.5,DUMWB186,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,32,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,3,SHATARUP GHOSH,M,CPM,39180,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,17.56,no,36704,16.45,2.5,AEWB101217,,,TRUE,3,CPM,,KASBA,TRUE,TRUE,0,FALSE,FALSE,TRUE,35,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,4,None Of The Above,,NOTA,2476,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,1.11,yes,1803,0.81,2.5,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,5,SHAMPA SARKAR,F,SUCI,673,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,0.3,yes,170,0.08,2.5,DUMWB464,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,54,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,6,UMESH KR. SINGH,M,IND,503,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,0.23,yes,73,0.03,2.5,DUMWB871,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,57,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,7,TUSHAN MUKHERJEE,M,IND,430,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,0.19,yes,120,0.05,2.5,DUMWB841,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,8,INDRANIL MITRA,M,IND,310,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,0.14,yes,44,0.02,2.5,DUMWB803,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,53,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,9,GOUTAM DAS,M,IND,266,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,0.12,yes,72,0.03,2.5,DUMWB723,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,SOUTH 24 PARGANAS
AE,West_Bengal,17,149,2021,5,0,4,10,ARUNANSU KUMAR SARKAR,M,IND,194,,223154,307333,KASBA,GEN,PRESIDENCY DIVISION,9,72.61,0.09,yes,0,0,2.5,AEWB101224,,,TRUE,2,IND,,KASBA,TRUE,TRUE,0,FALSE,FALSE,TRUE,53,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,1,DEBABRATA MAJUMDAR (MALAY),M,AITC,98100,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,45.54,no,38869,18.04,2.86,DUMWB53,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,56,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,2,Dr. SUJAN CHAKRABORTY,M,CPM,59231,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,27.5,no,6092,2.83,2.86,GEWB78617,,,TRUE,2,CPM,,JADAVPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,62,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,3,RINKU NASKAR,F,BJP,53139,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,24.67,no,50409,23.4,2.86,GEWB14238,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,4,None Of The Above,,NOTA,2730,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,1.27,yes,2081,0.97,2.86,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,5,SUJOY NASKAR,M,BSP,649,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.3,yes,249,0.12,2.86,DUMWB465,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,6,MEGHA CHATTERJEE,F,IND,400,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.19,yes,15,0.01,2.86,DUMWB920,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,26,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,7,MONALISA GUPTA (DEBROY),F,Party for Democratic Socialism,385,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.18,yes,130,0.06,2.86,DUMWB552,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,62,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,8,MISTOO DAS,M,IND,255,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.12,yes,26,0.01,2.86,DUMWB910,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,26,SOUTH 24 PARGANAS
